ID,Species,Project,Tissue,Stage,Sequencing,Technology,Timepoint,Cell,PMID_DOI,Download,sorted_time,time_unit,conversion_rule,special_notes,needs_conversion,needs_reference_unification
hs_AD_Brain_Dorsal-midbrain_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,22y,397,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Dorsal-midbrain_Organoid__36-d/counts.csv.gz,22,years,22.0 years converted to days,22.0 years,No,No
hs_AD_Brain_Thalamus_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"22y,30y,27y,36y,60y-69y,50y-59y,63y,55y,25y,70y-79y",10693,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Thalamus_Organoid__36-b/counts.csv.gz,"22,30,27,36,64.5,54.5,63,55,25,74.5",years,22.0 years converted to days | 30.0 years converted to days | 27.0 years converted to days | 36.0 years converted to days | Year range 60.0-69.0 averaged | Year range 50.0-59.0 averaged | 63.0 years converted to days | 55.0 years converted to days | 25.0 years converted to days | Year range 70.0-79.0 averaged,22.0 years | 30.0 years | 27.0 years | 36.0 years | Average 64.5 years | Average 54.5 years | 63.0 years | 55.0 years | 25.0 years | Average 74.5 years,No,No
hs_NA_Brain_Dorsal-telencephalon_Organoid__36-g,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,174,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Dorsal-telencephalon_Organoid__36-g/counts.csv.gz,,unknown,,,No,No
hs_PE_Brain_Unspecific_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,1000,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Unspecific_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NB_Brain_Medulla_Organoid__36-h,Homo sapiens,Tedd.36,Brain,Newborn,single-cell RNA sequencing,,P0-P28,37,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NB_Brain_Medulla_Organoid__36-h/counts.csv.gz,14,postnatal_days_range,Postnatal range 0.0-28.0 days averaged,Average 14.0 days,No,No
hs_AD_Brain_Dorsal-telencephalon_Organoid__36-e,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"40y-49y,70y-79y,50y-59y",85709,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Dorsal-telencephalon_Organoid__36-e/counts.csv.gz,"44.5,74.5,54.5",years,Year range 40.0-49.0 averaged | Year range 70.0-79.0 averaged | Year range 50.0-59.0 averaged,Average 44.5 years | Average 74.5 years | Average 54.5 years,No,No
hs_PE_Brain_Dorsal-telencephalon_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,6397,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Dorsal-telencephalon_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NA_Brain_Medulla_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,448,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Medulla_Organoid__36-d/counts.csv.gz,,unknown,,,No,No
hs_NA_Brain_Dorsal-midbrain_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,2677,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Dorsal-midbrain_Organoid__36-b/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Ventral-midbrain_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,22y,179,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Ventral-midbrain_Organoid__36-d/counts.csv.gz,22,years,22.0 years converted to days,22.0 years,No,No
hs_NA_Brain_Cerebellum_Organoid__36-g,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,3,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Cerebellum_Organoid__36-g/counts.csv.gz,,unknown,,,No,No
hs_NA_Brain_Hypothalamus_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,131,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Hypothalamus_Organoid__36-d/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Dorsal-telencephalon_Organoid__36-f,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,30y-39y,1,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Dorsal-telencephalon_Organoid__36-f/counts.csv.gz,34.5,years,Year range 30.0-39.0 averaged,Average 34.5 years,No,No
hs_NA_Brain_Thalamus_Organoid__36-g,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,6,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Thalamus_Organoid__36-g/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Hypothalamus_Organoid__36-f,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,30y-39y,3,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Hypothalamus_Organoid__36-f/counts.csv.gz,34.5,years,Year range 30.0-39.0 averaged,Average 34.5 years,No,No
hs_NA_Brain_Unspecific_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,1219,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Unspecific_Organoid__36-d/counts.csv.gz,,unknown,,,No,No
hs_EM_Brain_Dorsal-telencephalon_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Embryonic,single-cell RNA sequencing,,Blastula stage,39505,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_EM_Brain_Dorsal-telencephalon_Organoid__36-b/counts.csv.gz,5,estimated_days,Estimated as 5 days based on blastula stage,Blastula stage,No,No
hs_NA_Brain_Dorsal-midbrain_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,5057,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Dorsal-midbrain_Organoid__36-a/counts.csv.gz,,unknown,,,No,No
hs_NA_Brain_Unspecific_Organoid__36-e,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,7555,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Unspecific_Organoid__36-e/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Pons_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"22y,30y,27y,50y-59y,36y,60y-69y,63y,55y,25y,70y-79y",6396,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Pons_Organoid__36-b/counts.csv.gz,"22,30,27,54.5,36,64.5,63,55,25,74.5",years,22.0 years converted to days | 30.0 years converted to days | 27.0 years converted to days | Year range 50.0-59.0 averaged | 36.0 years converted to days | Year range 60.0-69.0 averaged | 63.0 years converted to days | 55.0 years converted to days | 25.0 years converted to days | Year range 70.0-79.0 averaged,22.0 years | 30.0 years | 27.0 years | Average 54.5 years | 36.0 years | Average 64.5 years | 63.0 years | 55.0 years | 25.0 years | Average 74.5 years,No,No
hs_EM_Brain_Unspecific_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Embryonic,single-cell RNA sequencing,,Blastula stage,31111,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_EM_Brain_Unspecific_Organoid__36-a/counts.csv.gz,5,estimated_days,Estimated as 5 days based on blastula stage,Blastula stage,No,No
hs_NA_Brain_Thalamus_Organoid__36-c,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,1320,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Thalamus_Organoid__36-c/counts.csv.gz,,unknown,,,No,No
hs_PE_Brain_Pons_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,55,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Pons_Organoid__36-b/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NB_Brain_Cerebellum_Organoid__36-h,Homo sapiens,Tedd.36,Brain,Newborn,single-cell RNA sequencing,,P0-P28,13,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NB_Brain_Cerebellum_Organoid__36-h/counts.csv.gz,14,postnatal_days_range,Postnatal range 0.0-28.0 days averaged,Average 14.0 days,No,No
hs_PE_Brain_Cerebellum_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,95,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Cerebellum_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_PE_Brain_Ventral-telencephalon_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,356,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Ventral-telencephalon_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_PE_Brain_Ventral-midbrain_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,426,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Ventral-midbrain_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NA_Brain_Cerebellum_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,91,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Cerebellum_Organoid__36-d/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Ventral-midbrain_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"30y,48y,36y,60y-69y,70y-79y,50y-59y,27y,63y,55y",462,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Ventral-midbrain_Organoid__36-a/counts.csv.gz,"30,48,36,64.5,74.5,54.5,27,63,55",years,30.0 years converted to days | 48.0 years converted to days | 36.0 years converted to days | Year range 60.0-69.0 averaged | Year range 70.0-79.0 averaged | Year range 50.0-59.0 averaged | 27.0 years converted to days | 63.0 years converted to days | 55.0 years converted to days,30.0 years | 48.0 years | 36.0 years | Average 64.5 years | Average 74.5 years | Average 54.5 years | 27.0 years | 63.0 years | 55.0 years,No,No
hs_EM_Brain_Ventral-telencephalon_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Embryonic,single-cell RNA sequencing,,Blastula stage,11691,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_EM_Brain_Ventral-telencephalon_Organoid__36-b/counts.csv.gz,5,estimated_days,Estimated as 5 days based on blastula stage,Blastula stage,No,No
hs_EM_Brain_Cerebellum_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Embryonic,single-cell RNA sequencing,,Blastula stage,126,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_EM_Brain_Cerebellum_Organoid__36-b/counts.csv.gz,5,estimated_days,Estimated as 5 days based on blastula stage,Blastula stage,No,No
hs_EM_Brain_Thalamus_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Embryonic,single-cell RNA sequencing,,Blastula stage,23251,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_EM_Brain_Thalamus_Organoid__36-a/counts.csv.gz,5,estimated_days,Estimated as 5 days based on blastula stage,Blastula stage,No,No
hs_NA_Brain_Hypothalamus_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,2958,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Hypothalamus_Organoid__36-a/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Ventral-telencephalon_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"22y,30y,27y,60y-69y,50y-59y,36y,63y,55y,25y,70y-79y",18446,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Ventral-telencephalon_Organoid__36-b/counts.csv.gz,"22,30,27,64.5,54.5,36,63,55,25,74.5",years,22.0 years converted to days | 30.0 years converted to days | 27.0 years converted to days | Year range 60.0-69.0 averaged | Year range 50.0-59.0 averaged | 36.0 years converted to days | 63.0 years converted to days | 55.0 years converted to days | 25.0 years converted to days | Year range 70.0-79.0 averaged,22.0 years | 30.0 years | 27.0 years | Average 64.5 years | Average 54.5 years | 36.0 years | 63.0 years | 55.0 years | 25.0 years | Average 74.5 years,No,No
hs_NA_Brain_Dorsal-midbrain_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,33,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Dorsal-midbrain_Organoid__36-d/counts.csv.gz,,unknown,,,No,No
hs_NA_Brain_Unspecific_Organoid__36-g,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,265,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Unspecific_Organoid__36-g/counts.csv.gz,,unknown,,,No,No
hs_PE_Brain_Unspecific_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,1602,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Unspecific_Organoid__36-b/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NA_Brain_Cerebellum_Organoid__36-c,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,26598,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Cerebellum_Organoid__36-c/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Dorsal-telencephalon_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"30y,48y,36y,60y-69y,70y-79y,50y-59y,27y,63y,55y",173979,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Dorsal-telencephalon_Organoid__36-a/counts.csv.gz,"30,48,36,64.5,74.5,54.5,27,63,55",years,30.0 years converted to days | 48.0 years converted to days | 36.0 years converted to days | Year range 60.0-69.0 averaged | Year range 70.0-79.0 averaged | Year range 50.0-59.0 averaged | 27.0 years converted to days | 63.0 years converted to days | 55.0 years converted to days,30.0 years | 48.0 years | 36.0 years | Average 64.5 years | Average 74.5 years | Average 54.5 years | 27.0 years | 63.0 years | 55.0 years,No,No
hs_AD_Brain_Hypothalamus_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,22y,205,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Hypothalamus_Organoid__36-d/counts.csv.gz,22,years,22.0 years converted to days,22.0 years,No,No
hs_AD_Brain_Unspecific_Organoid__36-e,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"40y-49y,70y-79y,50y-59y",28262,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Unspecific_Organoid__36-e/counts.csv.gz,"44.5,74.5,54.5",years,Year range 40.0-49.0 averaged | Year range 70.0-79.0 averaged | Year range 50.0-59.0 averaged,Average 44.5 years | Average 74.5 years | Average 54.5 years,No,No
hs_AD_Brain_Ventral-telencephalon_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,22y,82,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Ventral-telencephalon_Organoid__36-d/counts.csv.gz,22,years,22.0 years converted to days,22.0 years,No,No
hs_EM_Brain_Medulla_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Embryonic,single-cell RNA sequencing,,Blastula stage,3993,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_EM_Brain_Medulla_Organoid__36-a/counts.csv.gz,5,estimated_days,Estimated as 5 days based on blastula stage,Blastula stage,No,No
hs_NA_Brain_Hypothalamus_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,2170,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Hypothalamus_Organoid__36-b/counts.csv.gz,,unknown,,,No,No
hs_NA_Brain_Medulla_Organoid__36-e,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,322,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Medulla_Organoid__36-e/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Thalamus_Organoid__36-f,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,30y-39y,139,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Thalamus_Organoid__36-f/counts.csv.gz,34.5,years,Year range 30.0-39.0 averaged,Average 34.5 years,No,No
hs_PE_Brain_Pons_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Paediatric,single-cell RNA sequencing,,4y,337,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_PE_Brain_Pons_Organoid__36-d/counts.csv.gz,4,years,4.0 years converted to days,4.0 years,No,No
hs_NA_Brain_Ventral-telencephalon_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,218,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Ventral-telencephalon_Organoid__36-d/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Cerebellum_Organoid__36-b,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"22y,30y,27y,60y-69y,50y-59y,36y,63y,55y,25y,70y-79y",13111,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Cerebellum_Organoid__36-b/counts.csv.gz,"22,30,27,64.5,54.5,36,63,55,25,74.5",years,22.0 years converted to days | 30.0 years converted to days | 27.0 years converted to days | Year range 60.0-69.0 averaged | Year range 50.0-59.0 averaged | 36.0 years converted to days | 63.0 years converted to days | 55.0 years converted to days | 25.0 years converted to days | Year range 70.0-79.0 averaged,22.0 years | 30.0 years | 27.0 years | Average 64.5 years | Average 54.5 years | 36.0 years | 63.0 years | 55.0 years | 25.0 years | Average 74.5 years,No,No
hs_AD_Brain_Unspecific_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,22y,112,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Unspecific_Organoid__36-d/counts.csv.gz,22,years,22.0 years converted to days,22.0 years,No,No
hs_AD_Brain_Cerebellum_Organoid__36-d,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,22y,181,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Cerebellum_Organoid__36-d/counts.csv.gz,22,years,22.0 years converted to days,22.0 years,No,No
hs_NA_Brain_Thalamus_Organoid__36-e,Homo sapiens,Tedd.36,Brain,Unknown,single-cell RNA sequencing,,,192,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_NA_Brain_Thalamus_Organoid__36-e/counts.csv.gz,,unknown,,,No,No
hs_AD_Brain_Cerebellum_Organoid__36-a,Homo sapiens,Tedd.36,Brain,Adult,single-cell RNA sequencing,,"30y,48y,36y,60y-69y,70y-79y,50y-59y,27y,63y,55y",16811,https://pubmed.ncbi.nlm.nih.gov/39567792/https://doi.org/10.1038/s41586-024-08172-8,matrix | https://tedd.obg.cuhk.edu.hk/data/demo/single-celltestv3.26/Single-cell_atlas/hs_AD_Brain_Cerebellum_Organoid__36-a/counts.csv.gz,"30,48,36,64.5,74.5,54.5,27,63,55",years,30.0 years converted to days | 48.0 years converted to days | 36.0 years converted to days | Year range 60.0-69.0 averaged | Year range 70.0-79.0 averaged | Year range 50.0-59.0 averaged | 27.0 years converted to days | 63.0 years converted to days | 55.0 years converted to days,30.0 years | 48.0 years | 36.0 years | Average 64.5 years | Average 74.5 years | Average 54.5 years | 27.0 years | 63.0 years | 55.0 years,No,No
